id,lat,long,misc
3523,-3.815833333,37.96111111,LUDOL                    
3524,25.47111111,32.97333333,LUGAD                    
3525,-23.3,17.33333333,LUGAN                    
3526,-5.693611111,38.01972222,LUGAP                    
3527,27.38111111,33.38777778,LUGAT                    
3528,22.70138889,31.62277778,LUGAV                    
3529,8.431666667,-3.420555556,LUGEX                    
3530,11.25,-12.36666667,LUGMI                    
3531,11.96,11.04777778,LUGRI                    
3532,8.655,3.001666667,LUGTU                    
3533,-3.021111111,26.65833333,LUKEG                    
3534,17.73472222,-1.888333333,LUKNA                    
3535,8.221666667,8.072222222,LUKRO                    
3536,6.521388889,7.349444444,LULKA                    
3537,6.889166667,5.935277778,LULNU                    
3538,3.470833333,-10.93416667,LUMGO                    
3539,5.201944444,-12.74277778,LUMKA                    
3540,15.68,-20,LUMPO                    
3541,2.004444444,29.73222222,LUMUS                    
3542,29.18,-13.75333333,LUNOB                    
3543,1.908333333,21.02666667,LUNSA                    
3544,10.23333333,-13.61666667,LURBO                    
3545,0.6622222222,25.22333333,LUROT                    
3546,4.843333333,15.72694444,LURTI                    
3547,-3.5475,16.4175,LUSNO                    
3548,-1.638611111,33.53638889,LUSOB                    
3549,12.31833333,-16.48333333,LUSTI                    
3550,4.048333333,-11.53611111,LUTGA                    
3551,-13.34083333,60.53472222,LUXAG                    
3552,0.3883333333,9.531388889,LV052                    
3553,1.9,9.55,LV/010.0/D86.0           
3554,25.42166667,33.91666667,LXR65                    
3555,-4.213333333,55.53083333,LYNDY                    
3556,-17.72722222,16.08833333,LYONZ                    
3557,-26.80666667,75,MABAD                    
3558,32.12416667,-8.196944444,MABAP                    
3559,32.63861111,-7.503055556,MABOG                    
3560,11.79055556,38.14611111,MADER                    
3561,34.60611111,10.41666667,MADIB                    
3562,35.41472222,-5.752222222,MADOV                    
3563,36.79388889,10.40277778,MADUS                    
3564,-16.39583333,53.35861111,MAEVA                    
3565,-2.181111111,36.15111111,MAGAD                    
3566,31.52527778,-8.777777778,MAGAV                    
3567,9.388611111,5.675555556,MAGIA                    
3568,36.58944444,9.118611111,MAGIM                    
3569,32.35833333,14,MAGNA                    
3570,9.480555556,40.80972222,MAGON                    
3571,5.344722222,60,MAGUG                    
3572,34.38194444,5,MAHDI                    
3573,20.43333333,37.655,MAHDI                    
3574,36.03944444,9.005,MAKEB                    
3575,-16.18833333,31.58,MAKIR                    
3576,31.43416667,5.782222222,MALAH                    
3577,6,31.66666667,MALEK                    
3578,-0.5925,9.896111111,MAMBA                    
3579,12.59166667,42.78888889,MANDA                    
3580,3.940277778,41.86416667,MANDA                    
3581,-0.6666666667,31.63333333,MANDY                    
3582,33.46888889,10.66805556,MANED                    
3583,37.45444444,10.35,MANEX                    
3584,13.2,41.31666667,MANGO                    
3585,-7.283333333,27.4,MANNO                    
3586,28.91861111,-14.08277778,MAPED                    
3587,33.67583333,-5.178333333,MAPIT                    
3588,28.83944444,-13.51055556,MAPOV                    
3589,28.55,-16.57166667,MARBA                    
3590,10.33055556,37.61972222,MARCO                    
3591,34.74222222,-7.776944444,MARJA                    
3592,6.435555556,-27.06222222,MAROA                    
3593,-12.30833333,46.13333333,MAROF                    
3594,37.04638889,10.45805556,MARSA                    
3595,11.77166667,38.04416667,MASHO                    
3596,27.47111111,19.67111111,MASIT                    
3597,7.416111111,39.05416667,MASLO                    
3598,-5.833333333,13.46666667,MATADI                   
3599,7.666666667,-12.06666667,MATRU                    
3600,27.47916667,-15.86694444,MATUD                    
3601,21.33333333,-16.86666667,MAURI                    
3602,36.76861111,10.47972222,MAXIS                    
3603,31.16944444,-7.309166667,MAXOR                    
3604,33.89083333,10.27138889,MAZRA                    
3605,37.52055556,10.26166667,MEDAR                    
3606,-6.099444444,22.20027778,MEGON                    
3607,5.811666667,-7.441666667,MEGOT                    
3608,9.399444444,15.30027778,MEKAL                    
3609,32.73555556,19.55027778,MEKDA                    
3610,10.74444444,39.10611111,MEKEL                    
3611,-10.7,33.58333333,MEKRO                    
3612,17.85694444,-15.59055556,MELAL                    
3613,12.69666667,-6.576666667,MELAP                    
3614,32.03361111,31.06833333,MELDO                    
3615,-0.6025,34.58388889,MELMO                    
3616,-15.86472222,35.75666667,MELNA                    
3617,23.50888889,7.338888889,MELOG                    
3618,9.433611111,-5.773333333,MEMAR                    
3619,-9.786388889,14.2075,MEMAS                    
3620,4.901111111,-6.516388889,MEMER                    
3621,10.56305556,-14.02694444,MEMOK                    
3622,25.42166667,33.91583333,MEMPO                    
3623,9.979722222,-13.49722222,MENAB                    
3624,-3.839444444,15.29416667,MENAT                    
3625,7.2575,14.45694444,MENAX                    
3626,18.30611111,-15.88833333,MENES                    
3627,-19.15027778,47.24138889,MENIR                    
3628,10.71027778,17.13,MENIT                    
3629,31.09194444,30.30166667,MENKU                    
3630,29.78333333,31.86833333,MENLI                    
3631,-18.78,32.835,MENSO                    
3632,4.393333333,-1.973888889,MEPON                    
3633,27.85638889,-16.18555556,MERAN                    
3634,18.37888889,-15.73527778,MERAR                    
3635,28.02472222,-4.495,MERAT                    
3636,0,0,MERID                    
3637,10.80166667,46.33,MERMI                    
3638,4.916666667,24.045,MERON                    
3639,8.873888889,6.466388889,MESES                    
3640,14.81361111,-11.82916667,MESUL                    
3641,-1.403888889,11.7325,METEK                    
3642,5.391666667,0.8183333333,METUS                    
3643,15.29666667,-0.3916666667,MEVAL                    
3644,-1.245,28.44333333,MEVAR                    
3645,-3.364722222,9.359166667,MEVEK                    
3646,6.164166667,2.75,MEVEN                    
3647,31.58027778,1.5,MEZAB                    
3648,-13.2,31.06666667,MF 50                    
3649,25.96305556,32.48416667,MIDKO                    
3650,-2.521666667,40.04333333,MIDNI                    
3651,-13.41833333,52,MIDRI                    
3652,-0.4033333333,-17.51166667,MIGED                    
3653,17.82277778,5.690555556,MIGNI                    
3654,-0.1588888889,14.65944444,MIKMA                    
3655,7.945,7.191666667,MILBU                    
3656,9.351666667,-7.67,MILDA                    
3657,4.640833333,6.718333333,MILDI                    
3658,10.08944444,-0.01972222222,MILKO                    
3659,6.375833333,1,MILTU                    
3660,-10.96,27.90194444,MILVI                    
3661,13.08305556,8.3925,MIMBA                    
3662,5.438333333,4.626666667,MIMGU                    
3663,2.621666667,20.76,MIMPO                    
3664,31.01638889,-9.0525,MIMRO                    
3665,6.619166667,1.323611111,MIMSO                    
3666,5.538888889,-1.153333333,MIMTI                    
3667,19.75333333,-13.97194444,MINBA                    
3668,4.02,9.506666667,MINRO                    
3669,12.05833333,-6.665,MINVO                    
3670,-6.435,18.30666667,MIPKU                    
3671,15.41055556,-9.1475,MIPNA                    
3672,-6.738888889,17.665,MIRDA                    
3673,4,-10.82555556,MIRKO                    
3674,-6.022222222,52.83888889,MIRON                    
3675,-15.63333333,34,MIROS                    
3676,-10,52.60222222,MIROV                    
3677,16.04861111,32.69638889,MISAL                    
3678,33.12083333,18.59083333,MISIK                    
3679,14.74861111,-11.93861111,MISKI                    
3680,8,20.65611111,MISRU                    
3681,0.7280555556,11.88527778,MISTI                    
3682,29.08527778,29.10583333,MISUK                    
3683,-0.755,9.91,MISVA                    
3684,33.07111111,12.35444444,MITAD                    
3685,-27.87861111,18.33083333,MITAR                    
3686,33.65527778,11.195,MITBA                    
3687,-2,45.52666667,MITCH                    
3688,31.30833333,-14.08222222,MITLA                    
3689,-1.929444444,29.2525,MITON                    
3690,3.286111111,13.55583333,MITRO                    
3691,9.399722222,40.42944444,MIWAS                    
3692,-4.925555556,36.04388889,MIWAS                    
3693,23.7,-12.98333333,MIYEC                    
3694,31.98333333,22.33333333,MKILY                    
3695,-19.81694444,23.53277778,MN410                    
3696,-3.551666667,39.12638889,MO40                     
3697,-4.916666667,40.58333333,MO79                     
3698,-3.978611111,40.63583333,MOBAT                    
3699,8.797222222,12.33777778,MOBDA                    
3700,25.70194444,32.40305556,MOBIP                    
3701,4.318333333,19.63333333,MOBKA                    
3702,8.074166667,-10.19722222,MOBMO                    
3703,4.0975,2.711111111,MOBNA                    
3704,11.77166667,9.1,MOBTO                    
3705,-15,55.59388889,MODOT                    
3706,26.01527778,35.08194444,MOGAP                    
3707,31.88277778,1.189166667,MOGAR                    
3708,30.56277778,-9.759166667,MOGBA                    
3709,32.61944444,-7.366111111,MOGBI                    
3710,2.006666667,45.29333333,MOGDU                    
3711,8.558333333,-26.845,MOGNI                    
3712,14.68833333,-20.21138889,MOGSA                    
3713,-2.576111111,52.8525,MOGUD                    
3714,31.34638889,-7.014444444,MOGVA                    
3715,1.211666667,19.79666667,MOGVO                    
3716,2.573333333,39.935,MOHAD                    
3717,-12.29666667,43.76166667,MOHELI                   
3718,-4.667777778,40.47305556,MOKAD                    
3719,-22.7,18.34305556,MOKAK                    
3720,4.076666667,9.579444444,MOKAL                    
3721,5.542222222,-0.1927777778,MOKAM                    
3722,9.640833333,-13.23805556,MOKAP                    
3723,5.524166667,-4.248055556,MOKAR                    
3724,20.93333333,1.166666667,MOKAT                    
3725,33.58444444,-7.896666667,MOKDA                    
3726,12.45527778,-1.341666667,MOKER                    
3727,34.42472222,-6.873611111,MOKIB                    
3728,11.21,-4.123888889,MOKIK                    
3729,7.894722222,-4.911944444,MOKIM                    
3730,31.34,-7.612777778,MOKIR                    
3731,6.296388889,8.579722222,MOKLA                    
3732,1.941666667,6.711111111,MOKOB                    
3733,16.41305556,-13.42916667,MOKOD                    
3734,33.16083333,-9.174166667,MOKRI                    
3735,7.658333333,-3.119166667,MOLAB                    
3736,1.916666667,29.83,MOLAM                    
3737,7.115833333,-7.751111111,MOLAN                    
3738,7.644722222,-3.123055556,MOLAR                    
3739,13.75166667,8.33,MOLIT                    
3740,6.824166667,3.309166667,MOLOP                    
3741,-5.931666667,27.89,MOMAG                    
